Date,Weekday,Open,High,Low,Close
10/13/2013,Sunday,9300000,9400000,9255000,9395000
10/14/2013,Monday,9390000,9400000,9310000,9370000
10/16/2013,Wednesday,9390000,9550000,9390000,9530000
10/18/2013,Friday,9570000,9580000,9550000,9555000
10/19/2013,Saturday,9560000,9560000,9540000,9560000
10/20/2013,Sunday,9580000,9580000,9475000,9535000
10/21/2013,Monday,9510000,9590000,9490000,9590000
10/22/2013,Tuesday,9570000,9580000,9520000,9560000
10/23/2013,Wednesday,9590000,9610000,9570000,9610000
10/25/2013,Friday,9650000,9710000,9650000,9700000
10/26/2013,Saturday,9680000,9680000,9630000,9650000
10/27/2013,Sunday,9630000,9710000,9605000,9710000
10/28/2013,Monday,9680000,9680000,9630000,9660000
10/29/2013,Tuesday,9650000,9700000,9640000,9700000
10/30/2013,Wednesday,9610000,9620000,9570000,9570000
11/1/2013,Friday,9510000,9520000,9480000,9480000
11/2/2013,Saturday,9490000,9570000,9490000,9550000
11/3/2013,Sunday,9570000,9570000,9490000,9510000
11/4/2013,Monday,9510000,9510000,9455000,9460000
11/5/2013,Tuesday,9460000,9490000,9450000,9490000
11/6/2013,Wednesday,9480000,9480000,9440000,9440000
11/8/2013,Friday,9240000,9280000,9170000,9195000
11/9/2013,Saturday,9260000,9320000,9240000,9310000
11/10/2013,Sunday,9290000,9300000,9260000,9260000
11/11/2013,Monday,9240000,9270000,9240000,9240000
11/13/2013,Wednesday,9290000,9290000,9290000,9290000
11/15/2013,Friday,9270000,9310000,9270000,9280000
11/16/2013,Saturday,9270000,9280000,9240000,9240000
11/17/2013,Sunday,9240000,9240000,9135000,9160000
11/18/2013,Monday,9145000,9170000,9065000,9170000
11/19/2013,Tuesday,9190000,9200000,9080000,9110000
11/20/2013,Wednesday,9050000,9050000,8970000,8990000
11/22/2013,Friday,8890000,8920000,8790000,8850000
11/23/2013,Saturday,8510000,8560000,8280000,8280000
11/24/2013,Sunday,8200000,8460000,8200000,8430000
11/25/2013,Monday,8580000,8700000,8570000,8590000
11/26/2013,Tuesday,8590000,8770000,8590000,8680000
11/27/2013,Wednesday,8630000,8685000,8550000,8590000
11/29/2013,Friday,8650000,8710000,8650000,8710000
11/30/2013,Saturday,8740000,8800000,8705000,8800000
12/1/2013,Sunday,8770000,8770000,8660000,8670000
12/2/2013,Monday,8550000,8580000,8490000,8580000
12/3/2013,Tuesday,8560000,8650000,8535000,8640000
12/4/2013,Wednesday,8690000,8690000,8550000,8550000
12/6/2013,Friday,8600000,8640000,8590000,8635000
12/7/2013,Saturday,8615000,8660000,8615000,8650000
12/8/2013,Sunday,8660000,8660000,8635000,8660000
12/9/2013,Monday,8710000,8840000,8700000,8800000
12/10/2013,Tuesday,8790000,8840000,8760000,8800000
12/11/2013,Wednesday,8770000,8775000,8630000,8640000
12/13/2013,Friday,8730000,8810000,8710000,8800000
12/14/2013,Saturday,8815000,8815000,8730000,8760000
12/15/2013,Sunday,8740000,8750000,8690000,8740000
12/16/2013,Monday,8720000,8740000,8700000,8705000
12/17/2013,Tuesday,8720000,8750000,8710000,8740000
12/18/2013,Wednesday,8670000,8670000,8580000,8580000
12/20/2013,Friday,8545000,8545000,8490000,8510000
12/21/2013,Saturday,8520000,8580000,8520000,8575000
12/22/2013,Sunday,8570000,8570000,8535000,8555000
12/23/2013,Monday,8530000,8580000,8520000,8577000
12/24/2013,Tuesday,8560000,8580000,8555000,8575000
12/25/2013,Wednesday,8580000,8670000,8580000,8660000
12/27/2013,Friday,8680000,8750000,8660000,8725000
12/28/2013,Saturday,8700000,8830000,8700000,8825000
12/29/2013,Sunday,8780000,8788000,8720000,8725000
12/30/2013,Monday,8655000,8710000,8610000,8685000
12/31/2013,Tuesday,8675000,8675000,8635000,8660000
1/1/2014,Wednesday,8695000,8722000,8695000,8720000
1/3/2014,Friday,8810000,8810000,8730000,8750000
1/4/2014,Saturday,8745000,8780000,8735000,8760000
1/5/2014,Sunday,8770000,8820000,8770000,8790000
1/6/2014,Monday,8790000,8805000,8770000,8770000
1/7/2014,Tuesday,8760000,8770000,8740000,8750000
1/8/2014,Wednesday,8750000,8755000,8730000,8740000
1/10/2014,Friday,8790000,8830000,8790000,8812000
1/11/2014,Saturday,8810000,8825000,8770000,8770000
1/12/2014,Sunday,8725000,8730000,8670000,8730000
1/13/2014,Monday,8740000,8770000,8710000,8710000
1/14/2014,Tuesday,8695000,8710000,8685000,8710000
1/15/2014,Wednesday,8705000,8707000,8675000,8680000
1/17/2014,Friday,8720000,8720000,8620000,8620000
1/18/2014,Saturday,8640000,8640000,8560000,8560000
1/19/2014,Sunday,8540000,8570000,8500000,8500000
1/20/2014,Monday,8560000,8620000,8560000,8590000
1/21/2014,Tuesday,8625000,8690000,8610000,8640000
1/22/2014,Wednesday,8625000,8680000,8600000,8680000
1/24/2014,Friday,8750000,8810000,8750000,8785000
1/25/2014,Saturday,8788000,8793000,8756000,8763000
1/26/2014,Sunday,8765000,8790000,8745000,8746000
1/27/2014,Monday,8755000,8762000,8738000,8745000
1/28/2014,Tuesday,8750000,8778000,8747000,8755000
1/29/2014,Wednesday,8753000,8755000,8675000,8685000
1/30/2014,Thursday,8680000,8713000,8670000,8682000
1/31/2014,Friday,8680000,8705000,8675000,8703000
2/1/2014,Saturday,8710000,8735000,8700000,8735000
2/2/2014,Sunday,8740000,8767000,8719000,8762000
2/3/2014,Monday,8770000,8770000,8746000,8753000
2/4/2014,Tuesday,8750000,8794000,8748500,8771000
2/5/2014,Wednesday,8770000,8790000,8768000,8790000
2/6/2014,Thursday,8795000,8827000,8790000,8827000
2/7/2014,Friday,8830000,8855000,8820000,8830000
2/8/2014,Saturday,8825000,8833000,8801000,8806000
2/9/2014,Sunday,8820000,8885000,8820000,8882000
2/10/2014,Monday,8900000,8968000,8897000,8968000
2/11/2014,Tuesday,8953000,9126000,8946000,9122000
2/12/2014,Wednesday,9100000,9145000,9036000,9145000
2/13/2014,Thursday,9170000,9310000,9170000,9273000
2/14/2014,Friday,9235000,9400000,9235000,9315000
2/15/2014,Saturday,9310000,9393000,9282000,9315000
2/16/2014,Sunday,9390000,9490000,9350000,9490000
2/17/2014,Monday,9450000,9450000,9362000,9362000
2/18/2014,Tuesday,9335000,9402000,9326000,9340000
2/19/2014,Wednesday,9350000,9385000,9320000,9385000
2/20/2014,Thursday,9405000,9428000,9395000,9420000
2/21/2014,Friday,9410000,9415000,9399000,9408000
2/22/2014,Saturday,9410000,9443000,9410000,9438000
2/23/2014,Sunday,9435000,9680000,9435000,9680000
2/24/2014,Monday,9660000,9917000,9660000,9770000
2/25/2014,Tuesday,9760000,9843000,9640000,9645000
2/26/2014,Wednesday,9650000,9680000,9590000,9650000
2/27/2014,Thursday,9670000,9700000,9620000,9652000
2/28/2014,Friday,9655000,9765000,9643000,9745000
3/1/2014,Saturday,9735000,9777000,9695000,9776000
3/2/2014,Sunday,9786000,10075000,9786000,9970000
3/3/2014,Monday,9870000,9900000,9695000,9780000
3/4/2014,Tuesday,9760000,9832000,9730000,9800000
3/5/2014,Wednesday,9775000,9835000,9732000,9820000
3/6/2014,Thursday,9810000,9825000,9755000,9762000
3/7/2014,Friday,9735000,9748000,9550000,9550000
3/8/2014,Saturday,9560000,9732000,9520000,9710000
3/9/2014,Sunday,9700000,9788000,9645000,9770000
3/10/2014,Monday,9800000,9890000,9730000,9787000
3/11/2014,Tuesday,9880000,9895000,9740000,9775000
3/12/2014,Wednesday,9770000,9810000,9760000,9805000
3/13/2014,Thursday,9790000,9850000,9783000,9850000
3/14/2014,Friday,9880000,9885000,9760000,9775000
3/15/2014,Saturday,9760000,9820000,9735000,9820000
3/16/2014,Sunday,9810000,9820000,9650000,9660000
3/17/2014,Monday,9630000,9630000,9535000,9535000
3/18/2014,Tuesday,9520000,9543000,9500000,9500000
3/19/2014,Wednesday,9530000,9550000,9510000,9530000
3/20/2014,Thursday,9570000,9570000,9550000,9550000
3/23/2014,Sunday,9530000,9530000,9480000,9480000
3/24/2014,Monday,9500000,9550000,9500000,9520000
3/25/2014,Tuesday,9530000,9540000,9510000,9510000
3/26/2014,Wednesday,9520000,9520000,9520000,9520000
3/27/2014,Thursday,9500000,9500000,9500000,9500000
3/28/2014,Friday,9480000,9480000,9450000,9450000
3/29/2014,Saturday,9440000,9450000,9440000,9440000
3/30/2014,Sunday,9450000,9450000,9430000,9430000
3/31/2014,Monday,9420000,9425000,9410000,9410000
4/3/2014,Thursday,9430000,9445000,9430000,9445000
4/4/2014,Friday,9470000,9500000,9455000,9462000
4/5/2014,Saturday,9458000,9460000,9413000,9440000
4/6/2014,Sunday,9420000,9475000,9400000,9460000
4/7/2014,Monday,9475000,9658000,9470000,9658000
4/8/2014,Tuesday,9700000,9770000,9595000,9640000
4/9/2014,Wednesday,9650000,9703000,9638000,9683000
4/10/2014,Thursday,9685000,9704000,9672000,9675000
4/11/2014,Friday,9670000,9750000,9638000,9750000
4/12/2014,Saturday,9770000,9790000,9728000,9780000
4/13/2014,Sunday,9825000,9900000,9808000,9880000
4/14/2014,Monday,9850000,9850000,9783000,9835000
4/15/2014,Tuesday,9820000,9845000,9760000,9760000
4/16/2014,Wednesday,9750000,9780000,9738000,9765000
4/17/2014,Thursday,9760000,9770000,9760000,9765000
4/18/2014,Friday,9765000,9820000,9765000,9790000
4/19/2014,Saturday,9780000,9820000,9778000,9800000
4/20/2014,Sunday,9770000,9857000,9725000,9855000
4/21/2014,Monday,9845000,10000000,9844000,10000000
4/22/2014,Tuesday,10020000,10080000,9910000,9910000
4/23/2014,Wednesday,9955000,9965000,9853000,9950000
4/24/2014,Thursday,9940000,9970000,9935000,9960000
4/25/2014,Friday,9955000,10150000,9945000,10140000
4/26/2014,Saturday,10150000,10460000,10115000,10455000
4/27/2014,Sunday,10450000,10450000,10164000,10185000
4/28/2014,Monday,10135000,10180000,10090000,10160000
4/29/2014,Tuesday,10150000,10210000,10090000,10110000
4/30/2014,Wednesday,10107500,10130000,10085000,10120000
5/1/2014,Thursday,10125000,10130000,10120000,10130000
5/2/2014,Friday,10250000,10300000,10200000,10220000
5/3/2014,Saturday,10185000,10240000,10130000,10130000
5/4/2014,Sunday,10162500,10195000,10130000,10190000
5/5/2014,Monday,10150000,10190000,10110000,10110000
5/6/2014,Tuesday,10083500,10130000,10037000,10040000
5/7/2014,Wednesday,9950000,9990000,9910000,9910000
5/8/2014,Thursday,9910000,9910000,9910000,9910000
5/9/2014,Friday,9840000,9910000,9770000,9800000
5/10/2014,Saturday,9720000,9770000,9670000,9690000
5/11/2014,Sunday,9767500,9850000,9685000,9810000
5/12/2014,Monday,9810000,9810000,9810000,9810000
5/13/2014,Tuesday,9855000,9930000,9780000,9900000
5/14/2014,Wednesday,9860000,9890000,9830000,9860000
5/15/2014,Thursday,9860000,9860000,9860000,9860000
5/16/2014,Friday,9955000,9990000,9920000,9920000
5/17/2014,Saturday,9882500,9930000,9835000,9845000
5/18/2014,Sunday,9925000,9940000,9910000,9930000
5/19/2014,Monday,9885000,9920000,9850000,9885000
5/19/2014,Monday,9885000,9920000,9850000,9885000
5/20/2014,Tuesday,9907500,9935000,9880000,9880000
5/20/2014,Tuesday,9907500,9935000,9880000,9880000
5/21/2014,Wednesday,9880000,9900000,9860000,9900000
5/21/2014,Wednesday,9880000,9900000,9860000,9900000
5/23/2014,Friday,9867500,9880000,9855000,9875000
5/23/2014,Friday,9867500,9880000,9855000,9875000
5/24/2014,Saturday,9875000,9880000,9870000,9875000
5/24/2014,Saturday,9875000,9880000,9870000,9875000
5/25/2014,Sunday,9887500,9905000,9870000,9870000
5/25/2014,Sunday,9887500,9905000,9870000,9870000
5/26/2014,Monday,9805000,9850000,9760000,9760000
5/26/2014,Monday,9805000,9850000,9760000,9760000
5/27/2014,Tuesday,9725000,9770000,9680000,9680000
5/27/2014,Tuesday,9725000,9770000,9680000,9680000
5/28/2014,Wednesday,9600000,9640000,9560000,9620000
5/28/2014,Wednesday,9600000,9640000,9560000,9620000
5/30/2014,Friday,9585000,9600000,9570000,9580000
5/30/2014,Friday,9585000,9600000,9570000,9580000
5/31/2014,Saturday,9597500,9620000,9575000,9580000
5/31/2014,Saturday,9597500,9620000,9575000,9580000
6/1/2014,Sunday,9545000,9570000,9520000,9570000
6/1/2014,Sunday,9545000,9570000,9520000,9570000
6/2/2014,Monday,9587500,9610000,9565000,9570000
6/2/2014,Monday,9587500,9610000,9565000,9570000
6/6/2014,Friday,9552500,9590000,9515000,9515000
6/6/2014,Friday,9552500,9590000,9515000,9515000
6/7/2014,Saturday,9445000,9470000,9420000,9470000
6/7/2014,Saturday,9445000,9470000,9420000,9470000
6/8/2014,Sunday,9485000,9530000,9440000,9445000
6/8/2014,Sunday,9485000,9530000,9440000,9445000
6/9/2014,Monday,9384000,9410000,9358000,9410000
6/10/2014,Tuesday,9520000,9555000,9485000,9518000
6/11/2014,Wednesday,9572500,9607000,9538000,9600000
6/13/2014,Friday,9635000,9685000,9585000,9594000
6/14/2014,Saturday,9589500,9622000,9557000,9610000
6/15/2014,Sunday,9558500,9605000,9512000,9512000
6/16/2014,Monday,9462500,9510000,9415000,9480000
6/17/2014,Tuesday,9496500,9525000,9468000,9490000
6/18/2014,Wednesday,9512500,9538000,9487000,9530000
6/20/2014,Friday,9793500,9830000,9757000,9790000
6/21/2014,Saturday,9742500,9780000,9705000,9730000
6/22/2014,Sunday,9702500,9732000,9673000,9673000
6/23/2014,Monday,9705000,9762000,9648000,9692000
6/24/2014,Tuesday,9671500,9685000,9658000,9673000
6/25/2014,Wednesday,9665000,9682000,9648000,9655000
7/4/2014,Friday,9577000,9592000,9562000,9575000
7/5/2014,Saturday,9532500,9570000,9495000,9523000
7/6/2014,Sunday,9497000,9512000,9482000,9495000
7/7/2014,Monday,9553500,9592000,9515000,9570000
7/8/2014,Tuesday,9574000,9598000,9550000,9564000
7/9/2014,Wednesday,9607500,9645000,9570000,9645000
7/11/2014,Friday,9628500,9647000,9610000,9647000
7/12/2014,Saturday,9667500,9685000,9650000,9680000
7/13/2014,Sunday,9625000,9660000,9590000,9590000
7/14/2014,Monday,9532500,9550000,9515000,9522000
7/15/2014,Tuesday,9495000,9515000,9475000,9515000
7/16/2014,Wednesday,9555000,9565000,9545000,9540000
7/19/2014,Saturday,9535000,9550000,9520000,9525000
7/20/2014,Sunday,9552500,9570000,9535000,9550000
7/21/2014,Monday,9515000,9530000,9500000,9505000
7/22/2014,Tuesday,9511000,9532000,9490000,9525000
7/23/2014,Wednesday,9499000,9513000,9485000,9510000
7/25/2014,Friday,9528500,9542000,9515000,9535000
7/26/2014,Saturday,9543000,9558000,9528000,9530000
7/27/2014,Sunday,9509500,9517000,9502000,9502000
7/29/2014,Tuesday,9502000,9502000,9502000,9502000
7/30/2014,Wednesday,9502500,9505000,9500000,9505000
8/1/2014,Friday,9481000,9495000,9467000,9477000
8/2/2014,Saturday,9510000,9525000,9495000,9518000
8/3/2014,Sunday,9523500,9535000,9512000,9515000
8/4/2014,Monday,9496000,9512000,9480000,9480000
8/5/2014,Tuesday,9499500,9522000,9477000,9522000
8/6/2014,Wednesday,9521000,9527000,9515000,9518000
8/7/2014,Thursday,9521000,9527000,9515000,9518000
8/9/2014,Saturday,9563000,9580000,9546000,9546000
8/10/2014,Sunday,9534500,9542000,9527000,9540000
8/11/2014,Monday,9537500,9545000,9530000,9545000
8/12/2014,Tuesday,9531500,9540000,9523000,9539000
8/13/2014,Wednesday,9547000,9547000,9547000,9547000
8/13/2014,Wednesday,9545000,9553000,9537000,9545000
8/15/2014,Friday,9504000,9523000,9485000,9490000
8/16/2014,Saturday,9479500,9487000,9472000,9472000
8/17/2014,Sunday,9456000,9468000,9444000,9447000
8/18/2014,Monday,9456500,9465000,9448000,9460000
8/19/2014,Tuesday,9435000,9450000,9420000,9425000
8/20/2014,Wednesday,9382500,9415000,9350000,9355000
8/22/2014,Friday,9350000,9370000,9330000,9370000
8/23/2014,Saturday,9415000,9445000,9385000,9415000
8/24/2014,Sunday,9402500,9425000,9380000,9420000
8/25/2014,Monday,9450000,9470000,9430000,9440000
8/26/2014,Tuesday,9437500,9445000,9430000,9435000
8/27/2014,Wednesday,9462500,9485000,9440000,9485000
8/29/2014,Friday,9500000,9510000,9490000,9505000
8/30/2014,Saturday,9505000,9520000,9490000,9490000
8/31/2014,Sunday,9490000,9495000,9485000,9495000
9/1/2014,Monday,9475000,9490000,9460000,9460000
9/2/2014,Tuesday,9470000,9480000,9460000,9465000
9/3/2014,Wednesday,9465000,9470000,9460000,9470000
9/5/2014,Friday,9447500,9470000,9425000,9425000
9/6/2014,Saturday,9432500,9445000,9420000,9441000
9/7/2014,Sunday,9442500,9447000,9438000,9438000
9/8/2014,Monday,9424500,9439000,9410000,9412000
9/9/2014,Tuesday,9405500,9411000,9400000,9403000
9/10/2014,Wednesday,9397500,9405000,9390000,9390000
9/10/2014,Wednesday,9397500,9405000,9390000,9390000
9/11/2014,Thursday,9387500,9395000,9380000,9390000
9/11/2014,Thursday,9387500,9395000,9380000,9390000
9/12/2014,Friday,9267500,9310000,9225000,9245000
9/13/2014,Saturday,9245000,9260000,9230000,9255000
9/14/2014,Sunday,9285000,9315000,9255000,9310000
9/15/2014,Monday,9342500,9370000,9315000,9320000
9/17/2014,Wednesday,9335000,9390000,9280000,9280000
9/18/2014,Thursday,9282500,9285000,9280000,9280000
9/19/2014,Friday,9215000,9255000,9175000,9180000
9/20/2014,Saturday,9175000,9195000,9155000,9175000
9/21/2014,Sunday,9165000,9180000,9150000,9175000
9/22/2014,Monday,9235000,9295000,9175000,9270000
9/23/2014,Tuesday,9280000,9295000,9265000,9270000
9/24/2014,Wednesday,9235000,9265000,9205000,9220000
9/25/2014,Thursday,9212500,9220000,9205000,9220000
9/26/2014,Friday,9315000,9360000,9270000,9360000
9/27/2014,Saturday,9392500,9415000,9370000,9390000
9/28/2014,Sunday,9387500,9395000,9380000,9385000
9/29/2014,Monday,9347500,9375000,9320000,9345000
9/30/2014,Tuesday,9342500,9350000,9335000,9345000
10/1/2014,Wednesday,9347500,9355000,9340000,9345000
10/2/2014,Thursday,9342500,9345000,9340000,9345000
10/3/2014,Friday,9277500,9310000,9245000,9295000
10/4/2014,Saturday,9280000,9295000,9265000,9295000
10/5/2014,Sunday,9265000,9285000,9245000,9285000
10/6/2014,Monday,9345000,9370000,9320000,9365000
10/7/2014,Tuesday,9397500,9425000,9370000,9395000
10/8/2014,Wednesday,9457500,9475000,9440000,9460000
10/9/2014,Thursday,9460000,9475000,9445000,9460000
10/10/2014,Friday,9445000,9495000,9395000,9395000
10/11/2014,Saturday,9385000,9395000,9375000,9395000
10/12/2014,Sunday,9397500,9400000,9395000,9395000
10/13/2014,Monday,9412500,9440000,9385000,9405000
10/14/2014,Tuesday,9380000,9415000,9345000,9405000
10/15/2014,Wednesday,9407500,9420000,9395000,9415000
10/16/2014,Thursday,9407500,9415000,9400000,9415000
10/17/2014,Friday,9382500,9395000,9370000,9380000
10/18/2014,Saturday,9380000,9390000,9370000,9390000
10/19/2014,Sunday,9382500,9395000,9370000,9375000
10/20/2014,Monday,9395000,9410000,9380000,9390000
10/21/2014,Tuesday,9380000,9385000,9375000,9380000
10/22/2014,Wednesday,9362500,9370000,9355000,9360000
10/24/2014,Friday,9320000,9340000,9300000,9300000
10/25/2014,Saturday,9292500,9300000,9285000,9295000
10/26/2014,Sunday,9310000,9325000,9295000,9310000
10/27/2014,Monday,9302500,9320000,9285000,9305000
10/28/2014,Tuesday,9301500,9313000,9290000,9293000
10/29/2014,Wednesday,9251000,9273000,9229000,9244000
10/30/2014,Thursday,9243000,9244000,9242000,9244000
10/31/2014,Friday,9140000,9153000,9127000,9143000
11/1/2014,Saturday,9130000,9150000,9110000,9150000
11/2/2014,Sunday,9152500,9155000,9150000,9150000
11/4/2014,Tuesday,9022500,9025000,9020000,9025000
11/5/2014,Wednesday,9025000,9033000,9017000,9033000
11/6/2014,Thursday,9030000,9035000,9025000,9033000
11/7/2014,Friday,9065000,9085000,9045000,9080000
11/8/2014,Saturday,9080000,9095000,9065000,9075000
11/9/2014,Sunday,9045000,9075000,9015000,9030000
11/10/2014,Monday,8990000,9025000,8955000,9000000
11/11/2014,Tuesday,9042500,9065000,9020000,9060000
11/12/2014,Wednesday,9030000,9045000,9015000,9045000
11/13/2014,Thursday,9042500,9050000,9035000,9045000
11/14/2014,Friday,9152500,9165000,9140000,9150000
11/15/2014,Saturday,9140000,9150000,9130000,9140000
11/16/2014,Sunday,9137500,9145000,9130000,9140000
11/17/2014,Monday,9157500,9185000,9130000,9170000
11/18/2014,Tuesday,9170000,9180000,9160000,9170000
11/19/2014,Wednesday,9140000,9150000,9130000,9140000
11/21/2014,Friday,9152500,9165000,9140000,9150000
11/22/2014,Saturday,9145000,9160000,9130000,9150000
11/23/2014,Sunday,9182500,9225000,9140000,9220000
11/24/2014,Monday,9260000,9305000,9215000,9290000
11/25/2014,Tuesday,9337500,9380000,9295000,9380000
11/26/2014,Wednesday,9380000,9400000,9360000,9385000
11/28/2014,Friday,9407500,9465000,9350000,9450000
11/29/2014,Saturday,9547500,9625000,9470000,9550000
11/30/2014,Sunday,9510000,9545000,9475000,9510000
12/1/2014,Monday,9577500,9605000,9550000,9555000
12/2/2014,Tuesday,9555000,9580000,9530000,9560000
12/3/2014,Wednesday,9557500,9565000,9550000,9565000
12/5/2014,Friday,9505000,9520000,9490000,9490000
12/6/2014,Saturday,9545000,9580000,9510000,9570000
12/7/2014,Sunday,9645000,9670000,9620000,9630000
12/8/2014,Monday,9655000,9680000,9630000,9680000
12/9/2014,Tuesday,9742500,9810000,9675000,9810000
12/10/2014,Wednesday,9812500,9835000,9790000,9800000
12/11/2014,Thursday,9797500,9800000,9795000,9800000
12/12/2014,Friday,9797500,9800000,9795000,9800000
12/13/2014,Saturday,9912500,10010000,9815000,10010000
12/14/2014,Sunday,10035000,10120000,9950000,9960000
12/15/2014,Monday,9935000,10020000,9850000,9970000
12/16/2014,Tuesday,9925000,9950000,9900000,9905000
12/17/2014,Wednesday,9952500,9995000,9910000,9990000
12/19/2014,Friday,9925000,9975000,9875000,9935000
12/20/2014,Saturday,9932500,9935000,9930000,9935000
12/21/2014,Sunday,9935000,9960000,9910000,9960000
12/22/2014,Monday,9950000,9960000,9940000,9960000
12/23/2014,Tuesday,9922500,9950000,9895000,9895000
12/24/2014,Wednesday,9905000,9920000,9890000,9895000
12/25/2014,Thursday,9897500,9900000,9895000,9895000
12/26/2014,Friday,9930000,9950000,9910000,9945000
12/27/2014,Saturday,9957500,9975000,9940000,9955000
12/28/2014,Sunday,9930000,9960000,9900000,9900000
12/29/2014,Monday,9845000,9890000,9800000,9840000
12/30/2014,Tuesday,9845000,9875000,9815000,9830000
12/31/2014,Wednesday,9767500,9780000,9755000,9770000
1/2/2015,Friday,9760000,9795000,9725000,9790000
1/3/2015,Saturday,9827500,9850000,9805000,9815000
1/4/2015,Sunday,9812500,9835000,9790000,9805000
1/5/2015,Monday,9902500,9940000,9865000,9935000
1/6/2015,Tuesday,9967500,10000000,9935000,9935000
1/7/2015,Wednesday,9900000,9915000,9885000,9885000
1/9/2015,Friday,9942500,9965000,9920000,9960000
1/10/2015,Saturday,9940000,9955000,9925000,9925000
1/11/2015,Sunday,9912500,9950000,9875000,9880000
1/12/2015,Monday,9930000,9945000,9915000,9915000
1/13/2015,Tuesday,9905000,9950000,9860000,9935000
1/14/2015,Wednesday,9940000,9980000,9900000,9980000
1/16/2015,Friday,10207500,10255000,10160000,10195000
1/17/2015,Saturday,10232500,10260000,10205000,10260000
1/18/2015,Sunday,10310000,10360000,10260000,10360000
1/19/2015,Monday,10345000,10385000,10305000,10380000
1/20/2015,Tuesday,10415000,10445000,10385000,10445000
1/21/2015,Wednesday,10390000,10400000,10380000,10380000
1/23/2015,Friday,10405000,10425000,10385000,10390000
1/24/2015,Saturday,10400000,10420000,10380000,10420000
1/25/2015,Sunday,10400000,10420000,10380000,10390000
1/26/2015,Monday,10360000,10380000,10340000,10355000
1/27/2015,Tuesday,10365000,10390000,10340000,10390000
1/28/2015,Wednesday,10360000,10380000,10340000,10340000
1/30/2015,Friday,10307500,10335000,10280000,10330000
1/31/2015,Saturday,10330000,10340000,10320000,10320000
2/1/2015,Sunday,10277500,10315000,10240000,10240000
2/2/2015,Monday,10285000,10320000,10250000,10260000
2/3/2015,Tuesday,10185000,10230000,10140000,10140000
2/4/2015,Wednesday,10120000,10150000,10090000,10090000
2/6/2015,Friday,9865000,9900000,9830000,9830000
2/7/2015,Saturday,9780000,9840000,9720000,9840000
2/8/2015,Sunday,9920000,9980000,9860000,9910000
2/9/2015,Monday,9940000,9970000,9910000,9940000
2/11/2015,Wednesday,9902500,9915000,9890000,9910000
2/13/2015,Friday,10005000,10040000,9970000,9970000
2/14/2015,Saturday,9935000,9960000,9910000,9950000
2/15/2015,Sunday,9920000,9950000,9890000,9890000
2/16/2015,Monday,9770000,9790000,9750000,9750000
2/17/2015,Tuesday,9787500,9830000,9745000,9830000
2/18/2015,Wednesday,9895000,9935000,9855000,9920000
2/20/2015,Friday,9742500,9775000,9710000,9725000
2/21/2015,Saturday,9777500,9805000,9750000,9795000
2/22/2015,Sunday,9795000,9820000,9770000,9815000
2/23/2015,Monday,9862500,9895000,9830000,9875000
2/24/2015,Tuesday,9952500,9970000,9935000,9955000
2/25/2015,Wednesday,9967500,9995000,9940000,9940000
2/27/2015,Friday,9872500,9905000,9840000,9905000
2/28/2015,Saturday,9895000,9920000,9870000,9880000
3/1/2015,Sunday,9900000,9915000,9885000,9900000
3/2/2015,Monday,9835000,9870000,9800000,9820000
3/3/2015,Tuesday,9810000,9825000,9795000,9820000
3/4/2015,Wednesday,9797500,9805000,9790000,9795000
3/6/2015,Friday,9592500,9635000,9550000,9595000
3/7/2015,Saturday,9600000,9630000,9570000,9630000
3/8/2015,Sunday,9627500,9665000,9590000,9595000
3/9/2015,Monday,9540000,9565000,9515000,9550000
3/10/2015,Tuesday,9485000,9555000,9415000,9415000
3/11/2015,Wednesday,9410000,9470000,9350000,9420000
3/13/2015,Friday,9205000,9290000,9120000,9120000
3/14/2015,Saturday,9110000,9220000,9000000,9120000
3/15/2015,Sunday,9265000,9360000,9170000,9220000
3/16/2015,Monday,9292500,9350000,9235000,9350000
3/17/2015,Tuesday,9360000,9420000,9300000,9330000
3/18/2015,Wednesday,9425000,9450000,9400000,9400000
3/27/2015,Friday,9512500,9550000,9475000,9500000
3/28/2015,Saturday,9280000,9360000,9200000,9340000
3/29/2015,Sunday,9340000,9380000,9300000,9380000
3/30/2015,Monday,9340000,9380000,9300000,9360000
4/3/2015,Friday,9315000,9450000,9180000,9410000
4/4/2015,Saturday,9580000,9660000,9500000,9585000
4/5/2015,Sunday,9605000,9650000,9560000,9600000
4/6/2015,Monday,9575000,9620000,9530000,9620000
4/7/2015,Tuesday,9575000,9610000,9540000,9550000
4/8/2015,Wednesday,9485000,9510000,9460000,9510000
4/10/2015,Friday,9660000,9730000,9590000,9720000
4/11/2015,Saturday,9815000,9860000,9770000,9770000
4/12/2015,Sunday,9695000,9750000,9640000,9715000
4/13/2015,Monday,9600000,9630000,9570000,9630000
4/14/2015,Tuesday,9670000,9690000,9650000,9665000
4/15/2015,Wednesday,9700000,9720000,9680000,9690000
4/17/2015,Friday,9627500,9650000,9605000,9640000
4/18/2015,Saturday,9692500,9715000,9670000,9705000
4/19/2015,Sunday,9662500,9695000,9630000,9630000
4/20/2015,Monday,9632500,9645000,9620000,9630000
4/21/2015,Tuesday,9630000,9640000,9620000,9630000
4/22/2015,Wednesday,9557500,9575000,9540000,9560000
4/24/2015,Friday,9490000,9510000,9470000,9480000
4/25/2015,Saturday,9517500,9535000,9500000,9520000
